Customers[Customer Key],Customers[Customer Name],Customers[Birth Date],Customers[Marital Status],Customers[Gender],Customers[Yearly Income],Customers[Total Children],Customers[Number of Children at Home],Customers[Education],Occupation,House Owner,Number of Cars Owned,Customer Type,Country,State
12321,"Gomez, Kendra",6-17-1949,M,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
12324,"Alonso, Alfredo",9-27-1950,M,M,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
13241,"Hu, Edwin",04-09-1945,M,M,10000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
13247,"Ramos, Victor",9-21-1947,M,M,10000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
13267,"Chander, Melvin",2-25-1949,M,M,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
13271,"Ortega, Latasha",5-15-1950,M,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
13273,"Wang, Martha",2-16-1951,M,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
13274,"Sanz, Monique",03-11-1951,M,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
14013,"Martin, Craig",9-19-1948,M,M,10000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
14018,"Xu, Cristina",5-24-1948,M,F,10000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
14022,"Sharma, Edwin",02-04-1950,M,M,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
14023,"Perez, Patricia",9-13-1951,M,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
14239,"Madan, Kristopher",1-16-1962,M,M,70000,5,4,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
14914,"Srini, Beth",08-10-1947,M,M,10000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
14929,"Sharma, Mario",06-08-1948,M,M,20000,2,1,High School,Skilled Manual,1,2,Person,Australia,New South Wales
14936,"Tang, April",3-18-1949,M,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
14938,"Yuan, Jon",4-22-1949,M,M,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
15130,"Anand, Jodi",04-04-1964,M,F,60000,4,4,Bachelors,Professional,1,2,Person,Australia,New South Wales
15156,"Xie, Chad",9-22-1962,M,M,70000,5,4,Bachelors,Professional,1,2,Person,Australia,New South Wales
15157,"Cai, Shannon",04-06-1962,M,F,70000,5,4,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
15163,"Malhotra, Toni",08-10-1960,M,F,60000,3,2,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
15561,"Shen, Lindsey",06-04-1951,M,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
16151,"Anand, Lacey",5-26-1964,M,F,60000,3,3,Bachelors,Professional,1,2,Person,Australia,New South Wales
16483,"Diaz, Gary",1-22-1949,M,M,10000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
16488,"Guo, Cedric",10-05-1951,M,M,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
17111,"Sai, Cassandra",05-07-1951,M,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
17112,"Zhang, Jon",07-07-1951,M,M,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
18081,"Nara, Yolanda",7-17-1949,M,F,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
18088,"Ye, Steve",10-16-1950,M,M,20000,2,1,Partial High School,Clerical,1,2,Person,Australia,New South Wales
457,"Gao, Jon",07-08-1974,M,M,120000,5,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
463,"Lin, Laura",1-19-1972,M,F,110000,0,5,High School,Management,1,4,Person,Australia,New South Wales
467,"Tang, Grant",08-03-1971,M,M,150000,0,5,Partial High School,Management,1,4,Person,Australia,New South Wales
468,"Zheng, Arturo",10-07-1969,M,M,170000,1,5,Graduate Degree,Management,1,4,Person,Australia,New South Wales
763,"Gomez, Randall",8-24-1967,M,M,70000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
1359,"Raje, Lacey",2-26-1970,M,F,100000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
1360,"Raman, Veronica",2-19-1970,M,F,130000,5,5,Graduate Degree,Professional,1,4,Person,Australia,New South Wales
1685,"Shen, Shaun",5-23-1973,M,M,120000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
1697,"Hu, Stacey",3-17-1971,M,F,100000,0,5,High School,Management,1,4,Person,Australia,New South Wales
1699,"Pal, Mohamed",5-14-1970,M,M,110000,0,5,High School,Management,1,4,Person,Australia,New South Wales
1702,"Gutierrez, Gary",10-18-1971,M,M,110000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
1704,"Suarez, Renee",6-20-1971,M,F,110000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
2121,"Weber, Levi",07-09-1965,M,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
2651,"She, Jessie",01-08-1971,M,M,110000,0,5,Partial High School,Management,1,4,Person,Australia,New South Wales
3062,"Torres, Naomi",07-02-1965,M,F,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
3239,"Gonzalez, Jay",06-04-1970,M,M,120000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
4147,"Sara, Adriana",06-12-1971,M,F,100000,0,5,High School,Management,1,4,Person,Australia,New South Wales
4152,"Shen, Karl",12-14-1971,M,M,110000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
4593,"Moreno, Janet",04-07-1967,M,F,70000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
4733,"Zhu, Sandra",5-28-1972,M,F,120000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
4735,"Lal, Alicia",07-11-1970,M,F,100000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
4736,"Blanco, Lori",05-02-1970,M,F,100000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
4796,"Munoz, Diane",1-16-1965,M,F,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
4798,"Cox, Isaac",3-28-1965,M,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
5169,"Ashe, Kathryn",09-08-1967,M,F,70000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
5179,"Carlson, Alfredo",11-16-1968,M,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
5636,"Suri, Erick",2-14-1970,M,M,100000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
5638,"King, Evan",8-19-1971,M,M,110000,0,5,High School,Management,1,4,Person,Australia,New South Wales
5639,"Ye, Dennis",08-11-1971,M,M,110000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
6060,"Chen, Louis",01-06-1967,M,M,70000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
6064,"Wang, Jaclyn",6-17-1966,M,F,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
6071,"Huang, Margaret",11-05-1968,M,F,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
6250,"Goel, Carl",11-09-1972,M,M,120000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
6256,"Nath, Carly",09-03-1970,M,F,100000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
6260,"Wang, Trisha",05-05-1971,M,F,110000,0,5,Partial High School,Management,1,4,Person,Australia,New South Wales
6319,"Zhang, Tiffany",12-18-1965,M,F,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
7211,"Lal, Katie",3-26-1972,M,F,130000,4,5,High School,Management,1,4,Person,Australia,New South Wales
7220,"Gomez, Felicia",11-06-1970,M,F,120000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
7223,"Suarez, Carolyn",09-02-1969,M,F,130000,0,5,Bachelors,Management,1,4,Person,Australia,New South Wales
7290,"Raji, Jaclyn",8-27-1965,M,F,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
8100,"Deng, Sheena",11-09-1972,M,F,120000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
8584,"Li, Jake",5-15-1968,M,M,70000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
8609,"Prasad, Harold",10-28-1965,M,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
8964,"Fernandez, Geoffrey",11-20-1973,M,M,120000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
8975,"Fernandez, George",8-13-1970,M,M,100000,0,5,High School,Management,1,4,Person,Australia,New South Wales
9256,"Russell, Stephanie",08-05-1965,M,F,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
9624,"Garcia, Ruth",06-01-1972,M,F,130000,4,5,High School,Management,1,4,Person,Australia,New South Wales
9627,"Sara, Jarrod",2-14-1971,M,M,100000,0,5,High School,Management,1,4,Person,Australia,New South Wales
9630,"Raje, Bonnie",03-02-1970,M,F,120000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
9631,"Alonso, Diane",3-15-1970,M,F,130000,5,5,High School,Management,1,4,Person,Australia,New South Wales
10186,"Jai, Gilbert",4-25-1968,M,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
10571,"Kovár, Barry",07-02-1970,M,M,100000,0,5,High School,Management,1,4,Person,Australia,New South Wales
10572,"Yang, Darryl",4-25-1970,M,M,110000,0,5,High School,Management,1,4,Person,Australia,New South Wales
10573,"Ramos, Randall",4-27-1971,M,M,130000,0,5,Bachelors,Management,1,4,Person,Australia,New South Wales
10891,"Zeng, Tiffany",02-05-1973,M,F,120000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
10900,"Vazquez, Marie",04-10-1971,M,F,110000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
10989,"Zhao, Alisha",04-03-1965,M,F,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
10990,"Jimenez, Erik",04-02-1965,M,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
11859,"Tang, Deborah",8-16-1972,M,F,130000,4,5,High School,Management,1,4,Person,Australia,New South Wales
12664,"Dominguez, Neil",09-04-1970,M,M,100000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
13471,"Lal, Clarence",06-11-1965,M,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
14135,"Rodriguez, Brett",2-15-1968,M,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
14139,"Russell, Seth",9-15-1968,M,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
14829,"Madan, Ronald",09-03-1970,M,M,100000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
14830,"Patel, Toni",3-16-1970,M,F,110000,0,5,High School,Management,1,4,Person,Australia,New South Wales
14831,"Nath, Louis",03-01-1970,M,M,120000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
15033,"Ruiz, Leslie",08-05-1965,M,F,70000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
15205,"Gao, Christy",03-05-1971,M,F,130000,5,5,Partial High School,Management,1,4,Person,Australia,New South Wales
15439,"Shen, Alisha",4-21-1973,M,F,130000,4,5,High School,Management,1,4,Person,Australia,New South Wales
15669,"Madan, Toni",6-24-1967,M,F,70000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
15673,"Sharma, Kelli",08-07-1966,M,F,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
15756,"Jai, Brendan",06-03-1965,M,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
15969,"Sanchez, Henry",8-15-1968,M,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
16300,"Gutierrez, Micheal",9-13-1971,M,M,120000,0,5,Partial High School,Management,1,4,Person,Australia,New South Wales
16357,"Lopez, Mayra",02-10-1973,M,F,120000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
16594,"Lin, Jorge",12-16-1967,M,M,70000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
17219,"Arun, Denise",07-04-1967,M,F,70000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
18302,"Nath, Alvin",11-07-1965,M,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
459,"Liu, Bianca",04-05-1973,M,F,100000,0,5,High School,Management,1,2,Person,Australia,New South Wales
759,"Yuan, Colin",12-22-1968,M,M,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
764,"Fernandez, Ross",02-11-1967,M,M,80000,5,5,Graduate Degree,Management,1,2,Person,Australia,New South Wales
766,"Torres, Marc",10-11-1966,M,M,80000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
903,"Pal, Drew",3-18-1967,M,M,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
911,"Zheng, Jaclyn",06-12-1966,M,F,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
1678,"Liu, Cedric",11-05-1974,M,M,100000,0,5,High School,Management,1,2,Person,Australia,New South Wales
1691,"Zhang, Roger",09-12-1972,M,M,100000,0,5,High School,Management,1,2,Person,Australia,New South Wales
1996,"Nara, Grant",09-02-1970,M,M,80000,5,5,Graduate Degree,Management,1,2,Person,Australia,New South Wales
2638,"Cooper, Victoria",09-08-1972,M,F,110000,0,5,Partial College,Management,1,3,Person,Australia,New South Wales
2669,"Martinez, Stanley",10-07-1963,M,M,60000,5,5,Bachelors,Professional,1,2,Person,Australia,New South Wales
2963,"Li, Dawn",05-09-1966,M,F,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
3221,"Romero, Latasha",7-20-1974,M,F,100000,0,5,High School,Management,1,2,Person,Australia,New South Wales
3228,"Xu, Alison",10-21-1972,M,F,100000,0,5,High School,Management,1,3,Person,Australia,New South Wales
3679,"Zheng, Shannon",07-01-1966,M,F,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
4133,"Pal, Jenny",3-22-1973,M,F,100000,0,5,High School,Management,1,2,Person,Australia,New South Wales
4138,"Foster, Luke",8-13-1972,M,M,100000,0,5,High School,Management,1,3,Person,Australia,New South Wales
4585,"Raji, Christy",4-17-1967,M,F,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
4586,"Garcia, Roy",03-09-1967,M,M,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
5166,"Liu, Jenny",02-03-1967,M,F,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
5167,"Goel, April",08-10-1967,M,F,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
6053,"Nara, Rafael",4-21-1968,M,M,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
6055,"Raje, Shawn",8-26-1967,M,M,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
6062,"Alonso, Brandi",10-11-1967,M,F,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
6063,"Lu, Christy",11-27-1967,M,F,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
6252,"Nara, Tonya",4-13-1971,M,F,100000,0,5,High School,Management,1,3,Person,Australia,New South Wales
6254,"Suri, Roy",04-02-1971,M,M,100000,0,5,High School,Management,1,3,Person,Australia,New South Wales
7198,"Zimmerman, Jenny",7-13-1974,M,F,110000,0,5,Partial College,Management,1,3,Person,Australia,New South Wales
7202,"Xie, Karla",10-24-1973,M,F,100000,0,5,High School,Management,1,2,Person,Australia,New South Wales
7207,"Madan, Bruce",3-20-1972,M,M,100000,0,5,High School,Management,1,3,Person,Australia,New South Wales
7208,"Gonzalez, Phillip",9-19-1972,M,M,100000,0,5,High School,Management,1,3,Person,Australia,New South Wales
7705,"Goel, Lacey",2-21-1967,M,F,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
7715,"Lopez, Francisco",8-15-1966,M,M,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
8099,"Evans, Xavier",8-22-1972,M,M,110000,0,5,Partial College,Management,1,3,Person,Australia,New South Wales
8101,"Rai, Bradley",06-01-1971,M,M,100000,0,5,High School,Management,1,3,Person,Australia,New South Wales
8560,"Cai, Cedric",12-17-1970,M,M,80000,5,5,Graduate Degree,Management,1,2,Person,Australia,New South Wales
8571,"Navarro, Kristy",5-14-1967,M,F,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
9610,"Bryant, Fernando",04-05-1973,M,M,100000,0,5,High School,Management,1,2,Person,Australia,New South Wales
9611,"Zhou, Jessie",03-10-1973,M,M,110000,0,5,Partial College,Management,1,3,Person,Australia,New South Wales
9626,"Yuan, Rafael",5-13-1971,M,M,100000,0,5,High School,Management,1,3,Person,Australia,New South Wales
10174,"Yuan, Chad",11-13-1967,M,M,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
10177,"Chande, Raul",08-10-1967,M,M,80000,5,5,Graduate Degree,Management,1,2,Person,Australia,New South Wales
10890,"Navarro, Sheila",8-17-1973,M,F,110000,0,5,Partial College,Management,1,3,Person,Australia,New South Wales
10892,"Nara, Dawn",6-23-1972,M,F,110000,0,5,High School,Management,1,3,Person,Australia,New South Wales
10893,"Hernandez, Joan",8-26-1971,M,F,100000,0,5,High School,Management,1,3,Person,Australia,New South Wales
10964,"Serrano, Jacquelyn",8-23-1967,M,F,80000,5,5,Graduate Degree,Management,1,2,Person,Australia,New South Wales
11912,"Raje, Gregory",10-04-1968,M,M,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
11920,"Rana, Stanley",09-12-1966,M,M,80000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
12428,"Sai, Jay",07-05-1966,M,M,80000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
12523,"Green, Sydney",10-24-1963,M,F,60000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
12659,"Arun, Ross",11-25-1972,M,M,110000,0,5,High School,Management,1,3,Person,Australia,New South Wales
13911,"Madan, Terrance",8-13-1972,M,M,100000,0,5,High School,Management,1,3,Person,Australia,New South Wales
14116,"Rana, Raymond",7-28-1968,M,M,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
14117,"Sara, Phillip",07-08-1968,M,M,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
14119,"Diaz, Gerald",12-08-1967,M,M,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
14124,"Simpson, Sharon",03-04-1967,M,F,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
14823,"Navarro, Julio",1-24-1973,M,M,110000,0,5,Partial College,Management,1,3,Person,Australia,New South Wales
15665,"Zhu, Amy",11-21-1967,M,F,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
16352,"Liang, Jenny",08-06-1974,M,F,110000,0,5,Partial College,Management,1,3,Person,Australia,New South Wales
16356,"Suarez, Nelson",6-27-1973,M,M,100000,0,5,High School,Management,1,2,Person,Australia,New South Wales
16364,"Jai, Tara",08-11-1972,M,F,110000,0,5,High School,Management,1,3,Person,Australia,New South Wales
16596,"Wu, Jamie",9-22-1966,M,F,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
17215,"King, Hailey",03-12-1968,M,F,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
5,"Johnson, Elizabeth",08-08-1968,S,F,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
103,"Nelson, Julia",4-21-1965,S,F,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
765,"Ramos, Jessie",7-17-1967,S,F,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
908,"Garcia, Sarah",09-08-1967,S,F,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
1002,"Yang, Shannon",07-06-1965,S,F,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
1356,"Ortega, Monique",3-23-1973,S,F,120000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
1361,"Goel, Mario",7-26-1971,S,M,130000,0,5,Partial College,Management,1,4,Person,Australia,New South Wales
1679,"Serrano, Dana",10-10-1974,S,F,130000,4,5,High School,Management,1,4,Person,Australia,New South Wales
1695,"Arthur, Jay",01-11-1972,S,M,120000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
2000,"Shen, Nichole",6-20-1967,S,F,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
2639,"Alvarez, Diana",07-12-1972,S,F,110000,0,5,High School,Management,1,4,Person,Australia,New South Wales
2644,"Sai, Ronald",10-06-1970,S,M,100000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
2957,"Ma, Dawn",10-12-1968,S,F,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
2961,"Kumar, Lacey",07-05-1967,S,F,70000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
3225,"She, Tamara",9-21-1973,S,F,110000,0,5,Partial College,Management,1,3,Person,Australia,New South Wales
3234,"She, Ricardo",6-27-1971,S,M,100000,0,5,High School,Management,1,3,Person,Australia,New South Wales
3677,"Wang, Micah",1-26-1967,S,M,70000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
3678,"Hernandez, Ross",10-10-1966,S,M,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
4139,"Hernandez, Monique",6-20-1972,S,F,100000,0,5,High School,Management,1,3,Person,Australia,New South Wales
4584,"Xu, Lindsey",9-28-1968,S,F,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
4595,"Carlson, Joanna",03-09-1967,S,F,80000,5,5,Graduate Degree,Management,1,2,Person,Australia,New South Wales
5163,"Morgan, Mackenzie",9-26-1968,S,F,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
5170,"Lin, Dennis",3-17-1967,S,M,70000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
5623,"Navarro, Byron",5-15-1973,S,M,100000,0,5,High School,Management,1,2,Person,Australia,New South Wales
5624,"Lal, Andres",09-04-1973,S,M,150000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
5630,"Zheng, Rosa",9-13-1972,S,F,110000,0,5,High School,Management,1,4,Person,Australia,New South Wales
5633,"Romero, Ruben",5-17-1971,S,M,100000,0,5,High School,Management,1,3,Person,Australia,New South Wales
6293,"Gill, Kellie",06-01-1966,S,F,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
7199,"Xu, Cedric",3-24-1974,S,M,120000,5,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
7200,"Lopez, Brandy",03-10-1974,S,F,130000,4,5,High School,Management,1,4,Person,Australia,New South Wales
7204,"Kumar, Louis",2-26-1973,S,M,100000,0,5,High School,Management,1,2,Person,Australia,New South Wales
7210,"Chandra, Ann",09-08-1972,S,F,110000,0,5,High School,Management,1,3,Person,Australia,New South Wales
8096,"Martinez, Meredith",11-07-1973,S,F,100000,0,5,High School,Management,1,2,Person,Australia,New South Wales
8103,"Ye, Claudia",03-10-1970,S,F,100000,0,5,High School,Management,1,4,Person,Australia,New South Wales
8106,"Dominguez, Stacy",04-03-1971,S,F,150000,0,5,Bachelors,Management,1,4,Person,Australia,New South Wales
8572,"Johnson, Sydney",8-13-1967,S,F,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
8576,"Patel, Marco",8-27-1966,S,M,80000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
8972,"Lu, Jeffery",07-05-1971,S,M,100000,0,5,High School,Management,1,3,Person,Australia,New South Wales
9255,"Gutierrez, Dana",5-16-1965,S,F,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
9615,"Shan, Gregory",07-05-1973,S,M,110000,0,5,Partial College,Management,1,3,Person,Australia,New South Wales
9616,"Wu, Laura",10-21-1973,S,F,110000,0,5,Partial College,Management,1,3,Person,Australia,New South Wales
9617,"Serrano, Kristi",02-12-1973,S,F,120000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
9629,"Gutierrez, Rodney",11-25-1970,S,M,120000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
10176,"Gomez, Armando",7-24-1967,S,M,80000,5,5,Graduate Degree,Management,1,2,Person,Australia,New South Wales
10211,"Luo, Colin",04-03-1965,S,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
10558,"Lal, Kate",4-16-1974,S,F,110000,0,5,Partial College,Management,1,3,Person,Australia,New South Wales
10559,"Coleman, Nicole",12-24-1973,S,F,100000,0,5,High School,Management,1,2,Person,Australia,New South Wales
10563,"Jai, Drew",10-19-1972,S,M,100000,0,5,High School,Management,1,3,Person,Australia,New South Wales
10574,"Munoz, Jimmy",08-03-1969,S,M,130000,0,5,Bachelors,Management,1,4,Person,Australia,New South Wales
10887,"Carlson, Jill",05-10-1974,S,F,100000,0,5,High School,Management,1,2,Person,Australia,New South Wales
10894,"Hernandez, Brandi",6-15-1971,S,F,100000,0,5,High School,Management,1,4,Person,Australia,New South Wales
12420,"Xu, Shawna",05-05-1967,S,F,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
12427,"Ferrier, Mathew",8-20-1966,S,M,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
12661,"Tang, Christy",11-20-1972,S,F,160000,2,5,High School,Management,1,4,Person,Australia,New South Wales
12663,"Sanchez, Cynthia",11-06-1970,S,F,100000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
13470,"Andersen, Roger",06-02-1965,S,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
14125,"Xu, Keith",10-09-1967,S,M,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
14228,"Gutierrez, Jaime",7-23-1965,S,M,80000,5,5,Bachelors,Professional,1,4,Person,Australia,New South Wales
14295,"Sharma, Sharon",10-19-1971,S,F,130000,0,5,Partial High School,Management,1,4,Person,Australia,New South Wales
14828,"Nara, Karla",03-02-1971,S,F,100000,0,5,High School,Management,1,3,Person,Australia,New South Wales
15445,"Lopez, Pamela",10-05-1970,S,F,100000,0,5,Partial High School,Professional,1,4,Person,Australia,New South Wales
15447,"Muñoz, Jamie",03-09-1970,S,M,130000,5,5,High School,Management,1,4,Person,Australia,New South Wales
15666,"Vazquez, Jésus",10-27-1967,S,M,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
16589,"Chandra, Virginia",11-13-1968,S,F,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
16593,"Ruiz, Hector",11-27-1967,S,M,70000,5,5,Bachelors,Professional,1,3,Person,Australia,New South Wales
16595,"Andersen, Nicolas",5-14-1967,S,M,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
17220,"Goel, Chad",4-19-1967,S,M,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
17950,"Ramos, Lance",4-23-1973,S,M,130000,4,5,High School,Management,1,4,Person,Australia,New South Wales
18194,"Liang, Alejandro",09-06-1966,S,M,80000,5,5,Graduate Degree,Management,1,3,Person,Australia,New South Wales
115,"Moreno, Leslie",5-28-1962,S,F,70000,5,4,Partial College,Skilled Manual,1,2,Person,Australia,New South Wales
1372,"Subram, Stefanie",2-14-1963,S,F,60000,3,2,Bachelors,Professional,1,2,Person,Australia,New South Wales
